Id,GPA,Gender,breakfast,calories_chicken,calories_day,calories_scone,coffee,comfort_food_reasons_coded,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories
1697,2.145357449,1,2,615,4,672,2,4,3,5,1,3,1,1,6,5,8,7,7,4,8,8,4,6,4,1,9,4,8,8,7,2,6,6,5,4,7,5,2,4,2,2,1,1036,842,3,1,723
1698,3.166233894,2,1,669,2,848,2,5,2,1,7,7,2,3,7,9,6,4,3,3,5,9,9,7,5,7,4,5,4,4,2,4,4,3,6,6,9,1,2,2,1,2,2,166,484,5,1,1393
1699,2.540140504,1,2,463,2,558,2,5,4,2,8,7,2,9,8,6,4,4,9,4,2,9,6,8,5,9,7,1,7,9,6,1,5,3,7,3,2,3,4,6,2,1,2,915,525,3,1,1284
1700,2.221801311,1,2,777,3,561,2,1,5,2,5,3,2,6,9,6,9,7,5,9,1,6,6,6,4,7,3,1,2,1,6,4,4,6,2,2,1,5,1,2,2,2,2,1370,542,4,1,1020
1701,2.945233244,2,2,728,4,883,1,1,1,1,1,8,1,8,5,5,8,1,9,9,4,4,6,8,5,5,1,9,6,1,3,7,4,7,2,6,3,8,1,4,1,2,1,1167,675,4,1,696
1702,3.243851367,1,2,501,4,431,2,5,1,9,7,7,1,1,8,3,1,3,5,3,7,8,8,8,2,6,4,4,2,9,5,2,9,4,5,2,5,8,8,3,1,1,1,1249,834,1,2,1018
1703,3.605689535,2,2,521,3,415,2,4,2,8,2,8,2,4,9,2,4,4,9,1,5,1,6,2,7,1,9,5,4,4,7,7,4,1,4,5,6,3,3,1,1,1,1,873,784,2,2,1158
1704,1.176371148,2,1,406,2,500,1,4,4,1,4,7,2,4,6,1,1,3,3,7,6,2,3,8,8,8,4,7,2,5,7,2,3,2,7,9,6,4,5,2,2,1,2,1290,394,3,2,1102
1705,2.270634463,1,1,581,4,442,2,1,5,9,3,5,1,1,1,5,7,1,4,2,4,7,3,4,6,4,5,3,3,3,9,7,9,3,7,7,2,3,3,4,1,1,2,642,559,3,1,568
1706,2.201773602,2,2,598,2,509,1,5,3,5,5,6,2,6,1,2,2,2,7,4,6,3,6,8,2,3,4,9,4,9,6,8,1,9,7,4,9,6,6,9,1,2,1,1063,383,4,2,833
1707,3.069463108,2,1,557,4,368,1,3,5,7,7,3,2,4,7,5,8,3,8,6,7,6,2,6,5,4,5,1,8,9,5,3,1,6,2,6,7,4,1,1,2,2,2,819,690,2,2,622
1708,2.198394713,2,2,664,4,606,1,3,5,8,6,3,2,8,7,6,8,1,6,7,1,5,1,5,8,1,4,9,7,9,4,7,3,8,7,5,2,7,4,8,1,2,2,181,869,5,1,1180
1709,2.622048029,1,1,628,2,788,1,3,3,4,2,1,1,1,3,1,2,7,2,3,2,8,9,4,9,8,5,2,4,4,1,7,6,9,4,3,8,2,8,6,2,2,1,715,337,5,2,1109
1710,3.016752549,1,1,665,3,314,2,3,2,3,2,1,1,3,5,5,5,8,8,3,3,3,8,4,6,2,4,7,4,4,8,1,5,9,5,7,4,5,1,8,1,1,1,588,540,3,2,1227
1711,1.494015782,1,1,463,2,710,2,1,3,7,7,8,2,2,9,5,6,2,3,8,9,2,2,2,6,3,1,5,5,5,4,9,8,1,2,3,6,1,3,5,2,1,1,148,529,2,2,1139
1712,2.16605055,2,2,496,2,328,1,4,2,4,7,6,2,6,1,1,9,7,1,4,6,2,6,1,9,9,9,7,6,1,8,7,6,8,5,6,1,5,6,3,2,1,1,203,764,4,1,966
1713,1.52194849,2,1,731,2,800,2,5,3,3,9,1,2,4,5,6,4,9,4,1,7,5,1,4,8,3,5,1,5,3,3,7,9,1,9,2,3,3,2,8,1,1,1,731,565,3,2,569
1714,1.542858376,2,2,710,2,610,1,2,4,3,7,4,1,5,2,4,8,2,1,8,3,5,1,6,2,2,9,1,9,8,1,5,9,1,6,5,7,6,9,4,2,2,1,711,377,1,2,1306
1715,3.4042533,1,1,756,2,484,2,2,1,1,9,7,2,3,4,1,9,3,1,2,5,6,7,9,8,3,1,4,4,3,2,8,4,5,4,3,3,9,5,1,2,2,1,548,736,2,1,1278
1716,3.733060219,1,1,789,2,548,2,5,1,7,2,2,2,9,1,2,3,9,1,2,3,7,3,4,1,4,5,7,9,9,6,7,7,8,7,8,4,9,5,5,2,2,2,370,745,4,1,798
1717,3.320015225,1,2,415,2,685,2,3,3,9,4,6,2,2,5,3,4,9,3,3,2,8,2,4,5,2,3,1,9,9,6,9,4,4,9,2,3,2,9,7,1,2,2,880,739,5,1,855
1718,3.039980916,2,2,791,2,506,1,2,4,5,4,3,1,8,4,2,5,3,9,7,3,2,5,3,1,4,3,7,4,7,7,5,6,7,2,6,1,2,4,9,2,2,2,470,441,4,1,1267
1719,2.47281725,1,2,520,2,754,1,1,1,1,2,8,1,6,5,4,6,8,5,4,1,6,5,6,8,3,9,4,6,7,8,8,2,7,1,2,9,7,3,1,1,1,1,729,703,3,1,1170
1720,2.336757138,2,2,496,4,531,2,1,3,6,1,3,1,6,7,5,2,5,1,1,9,4,9,7,7,9,4,5,6,1,6,1,5,4,2,4,6,6,4,2,1,1,2,1481,772,2,2,1121
1721,1.196092192,1,1,490,2,767,1,2,4,9,1,2,1,3,9,7,2,3,7,2,4,2,3,3,3,8,5,8,9,3,7,4,2,1,4,4,1,8,9,2,2,1,2,283,557,2,2,1190
1722,3.722564977,1,1,774,4,879,1,2,4,3,9,3,1,5,2,5,3,1,9,9,4,1,3,2,5,2,2,7,9,7,6,1,3,4,1,4,3,9,5,6,2,1,1,301,651,2,2,718
1723,1.183511873,1,1,547,4,899,2,5,3,8,6,7,2,7,3,8,4,7,8,2,9,1,7,5,1,7,6,6,8,3,5,9,8,8,5,6,2,7,9,8,2,2,1,1076,611,1,1,1303
1724,1.886805817,2,1,758,3,601,2,3,5,6,9,1,2,7,3,2,4,6,6,7,7,6,6,1,3,8,1,9,2,9,2,6,3,7,7,9,7,2,2,1,1,2,2,1372,671,4,1,657
1725,1.581573107,1,2,597,3,485,1,1,2,5,6,4,2,6,7,7,4,5,4,8,5,4,1,4,2,9,9,4,6,5,5,5,7,8,9,6,2,6,8,5,2,2,1,657,466,5,2,927
1726,3.885138658,1,1,745,2,767,1,5,3,3,6,5,2,6,1,2,9,6,5,7,7,7,8,9,3,7,3,6,9,6,3,1,8,3,4,6,3,1,9,5,1,2,1,1470,504,2,2,1247
1727,2.12583257,2,2,449,4,726,2,1,5,6,8,2,1,8,7,8,5,2,2,5,5,1,2,1,3,5,2,2,8,6,6,2,8,5,2,5,2,3,1,4,1,2,1,1472,772,2,1,1254
1728,3.579957975,2,2,719,4,720,2,2,2,8,9,7,1,5,6,3,7,2,4,2,9,6,8,2,8,6,5,6,7,4,9,4,5,9,8,4,7,6,3,9,2,1,2,520,431,3,2,1347
1729,1.153752781,2,1,471,3,312,1,1,3,4,4,3,2,6,1,7,9,5,8,7,4,6,2,3,9,5,1,2,6,9,4,2,4,7,7,4,9,2,7,5,2,2,1,1143,349,5,2,1048
1730,3.313715246,1,2,601,4,763,2,4,1,3,8,2,2,9,9,3,5,1,9,9,4,2,1,6,4,7,8,1,2,8,4,7,3,7,8,9,3,5,2,2,1,2,2,812,663,2,2,824
1731,2.291565667,2,2,675,2,488,2,5,5,9,8,6,1,1,8,5,1,8,5,1,8,3,7,4,2,8,2,8,2,3,4,8,5,9,7,7,6,2,8,3,1,1,2,1386,743,4,2,1015
1732,1.566537152,2,2,679,3,799,2,2,3,2,4,1,1,8,9,4,6,4,8,1,7,1,8,3,1,6,2,1,1,1,3,9,9,4,6,3,5,6,7,7,1,2,2,1155,785,2,2,687
1733,2.450404841,2,2,646,3,527,2,4,2,8,3,7,1,4,8,5,2,6,6,5,8,3,7,2,5,4,5,1,5,5,3,4,1,1,9,2,6,7,6,1,2,2,2,114,725,5,2,1000
1734,3.275507462,2,1,495,4,613,1,4,1,1,9,6,1,8,8,7,1,5,2,6,9,2,1,8,7,4,4,3,1,9,1,6,1,5,7,2,8,4,4,7,2,1,1,1060,670,1,1,854
1735,3.712968758,2,1,636,2,496,1,5,5,1,4,5,2,4,4,9,1,4,4,3,1,2,9,7,4,2,6,6,5,3,7,4,2,6,6,2,7,5,9,3,1,2,2,646,429,3,1,728
1736,3.904635405,2,1,754,3,766,1,1,1,5,7,7,2,3,3,1,8,9,8,6,6,2,1,7,4,6,8,3,3,8,3,8,6,3,7,4,2,8,3,4,2,2,2,693,318,5,1,622
1737,3.072567027,1,2,431,4,722,2,4,3,9,5,4,2,1,3,7,2,5,1,5,4,6,8,1,6,5,8,3,6,9,3,1,4,9,3,3,1,2,4,3,2,2,1,1135,720,4,2,1139
1738,2.009504111,2,1,729,3,508,1,4,4,4,6,3,2,4,1,9,3,5,1,8,8,1,1,7,1,3,2,3,6,8,5,7,5,7,8,4,7,6,2,8,2,2,2,1000,387,3,1,792
1739,2.411692873,1,1,492,3,853,1,3,1,6,1,4,1,1,2,4,1,8,1,7,4,9,4,8,8,4,6,2,4,6,6,9,4,2,1,7,1,8,9,1,2,2,2,1303,789,5,1,472
1740,3.583712044,1,2,778,3,822,1,1,1,3,3,1,2,9,9,5,1,1,1,6,1,8,3,8,3,8,2,7,1,3,7,5,4,6,6,2,4,9,5,4,2,1,1,245,888,2,2,560
1741,1.836091488,2,1,757,3,717,1,3,4,4,1,6,2,8,5,2,1,2,8,8,7,7,5,1,8,3,6,3,9,9,6,3,7,1,4,5,6,9,9,2,2,2,2,605,339,5,2,551
1742,2.750229284,1,1,528,2,485,2,3,4,1,3,8,1,8,7,2,4,1,8,2,1,7,6,6,7,1,6,1,5,2,2,1,9,9,2,9,3,6,2,3,1,1,1,1224,815,2,2,1380
1743,2.735728538,1,2,796,4,510,2,1,4,1,1,6,1,3,6,8,8,5,1,8,8,2,7,3,3,3,1,8,3,6,9,2,7,2,2,4,1,1,5,2,1,1,1,901,677,1,1,1374
1744,1.521290552,2,1,541,3,439,2,3,4,6,7,8,1,5,1,9,2,3,6,6,1,4,9,4,8,2,7,2,5,9,3,8,8,9,9,2,4,9,2,5,2,2,1,636,317,4,1,1300
1745,3.549097223,1,1,532,3,664,2,5,1,6,4,5,1,3,3,9,3,9,6,9,6,8,6,9,5,2,6,1,4,9,9,5,2,1,9,8,4,6,4,1,1,1,1,497,377,3,2,555
1746,1.65955724,1,2,507,2,563,2,5,5,2,5,8,1,6,4,2,2,9,1,2,3,2,9,7,8,9,1,8,2,2,9,3,5,7,2,3,4,5,3,6,2,1,2,1415,499,4,2,1395
1747,2.636152129,1,1,687,4,652,2,1,4,8,4,6,2,7,8,6,1,2,8,4,8,5,6,3,5,1,1,4,7,6,5,5,8,7,4,7,5,6,5,8,1,2,1,711,587,3,1,564
1748,2.423277941,2,2,613,2,597,1,4,3,4,4,5,2,2,4,5,8,2,1,2,2,1,1,5,9,9,3,3,6,6,6,9,6,4,8,9,5,8,1,3,2,2,2,955,361,2,1,1327
1749,3.871682781,2,2,602,2,806,1,3,3,8,2,8,1,4,1,6,3,8,2,7,9,3,5,5,6,1,2,9,1,4,9,9,7,3,7,1,9,4,5,5,1,2,1,372,515,4,1,1165
1750,2.594480758,2,1,663,2,879,2,4,2,7,7,4,2,5,1,6,5,1,2,1,3,3,9,4,4,3,2,2,5,7,8,3,4,8,7,8,1,6,9,6,2,2,1,404,701,4,1,973
1751,3.042876172,1,1,433,2,505,2,2,1,4,4,2,2,4,2,6,5,7,1,2,8,4,7,3,1,5,5,3,8,9,8,8,3,9,5,1,5,6,3,6,1,2,2,1337,363,3,2,1233
1752,2.21169239,2,1,564,2,479,2,1,2,5,2,5,1,4,5,2,7,5,1,9,2,3,5,6,2,5,1,4,5,1,1,7,1,1,3,7,2,5,5,6,2,2,1,886,266,5,2,789
1753,3.138443786,2,1,594,4,392,2,4,1,9,1,1,1,4,8,4,4,8,6,7,5,2,1,4,1,2,8,5,7,2,1,6,3,7,3,6,4,3,6,1,1,2,1,1480,861,3,2,750
1754,1.352269277,1,2,763,3,836,2,2,4,1,2,8,1,6,3,7,2,7,5,5,6,8,9,6,8,8,7,5,5,5,9,9,7,4,4,3,7,5,1,1,1,1,1,1470,880,4,1,775
1755,1.117988272,1,1,598,4,880,1,4,5,8,9,7,1,3,5,2,5,9,6,3,5,4,9,6,1,5,7,6,8,1,1,6,2,2,1,7,7,6,4,5,1,1,2,963,531,4,2,507
1756,1.224319795,2,2,655,4,413,2,1,4,4,5,3,2,3,6,8,8,6,2,5,6,3,8,6,5,4,9,9,4,1,2,3,4,7,2,6,3,8,4,7,2,1,1,1462,377,2,2,742
1757,3.343069733,2,2,785,2,484,1,4,5,9,1,3,1,7,7,6,4,6,7,9,4,8,6,3,7,9,7,9,7,9,1,7,9,4,6,5,4,8,5,4,2,2,2,1409,897,4,1,1128
1758,1.558147625,2,1,461,4,774,2,4,1,3,2,7,2,5,4,7,5,9,7,2,8,4,3,1,9,7,4,8,2,9,3,3,4,3,1,2,5,1,4,7,1,1,1,1065,659,2,2,784
1759,1.293023814,1,2,616,2,511,1,3,3,8,6,2,2,3,2,4,4,8,4,5,7,6,8,3,5,8,4,9,9,1,6,5,5,4,4,8,7,2,1,6,2,2,2,246,738,2,2,962
1760,3.010598961,2,1,563,3,349,1,4,1,3,2,4,1,3,2,3,7,1,9,2,2,6,2,7,1,6,7,9,9,3,2,6,6,6,5,8,5,2,7,8,2,1,1,878,748,1,1,545
1761,1.931744332,1,1,766,4,411,2,5,1,6,2,3,2,3,1,5,1,7,5,5,2,4,9,3,7,9,2,4,1,3,3,9,5,8,1,1,1,7,8,6,2,2,1,1475,255,3,1,1010
1762,1.511489462,1,1,436,4,398,1,1,1,3,2,3,1,8,2,3,5,8,8,2,9,2,2,1,7,5,8,9,6,9,7,5,4,7,4,5,3,7,2,3,1,1,1,953,704,5,2,1018
1763,2.109245758,2,1,543,3,766,2,4,3,8,2,8,2,6,3,3,9,2,2,9,2,4,4,1,7,6,7,1,7,9,2,4,3,8,4,5,6,2,1,4,2,2,1,1075,526,3,2,1053
1764,1.690436678,2,2,520,4,847,1,3,4,6,1,2,1,9,5,4,7,7,3,5,1,8,4,6,8,8,2,1,9,6,8,8,4,2,5,9,6,5,9,1,2,1,2,1377,741,1,2,891
1765,3.775738603,1,1,572,4,486,1,4,4,2,3,1,2,2,3,3,5,6,5,4,9,5,9,3,7,3,5,8,9,2,6,6,8,4,6,1,3,5,8,9,2,1,1,733,377,1,1,712
1766,1.291936219,1,1,536,4,797,1,5,5,3,8,6,1,3,2,4,7,3,7,6,3,3,2,3,9,5,8,2,2,5,2,4,7,6,2,7,2,5,3,4,2,2,1,587,737,4,2,965
1767,2.87679781,1,2,718,4,540,2,3,5,6,7,4,1,8,2,1,1,9,7,3,7,9,1,6,9,8,7,9,8,2,4,4,5,6,8,2,9,6,1,3,1,2,1,264,376,1,2,1155
1768,2.277221338,2,1,601,3,741,1,5,2,6,2,7,2,7,9,6,3,7,3,5,6,6,4,9,3,4,2,6,3,9,6,5,6,3,9,7,9,2,4,2,2,2,1,634,478,4,1,495
1769,3.570072054,1,1,763,2,671,2,2,1,7,5,3,2,3,3,9,5,3,3,3,8,8,2,3,9,4,1,7,2,5,2,8,6,4,2,7,2,9,4,1,1,1,1,880,633,4,1,1208
1770,2.227427797,2,2,763,4,880,2,3,5,2,6,4,1,9,5,9,7,3,8,1,1,6,1,3,5,9,2,4,7,3,2,8,6,5,2,5,2,2,6,1,2,1,2,546,290,1,1,1400
1771,3.002125573,1,1,727,3,374,2,2,5,7,9,5,2,2,4,6,6,1,7,2,3,6,2,2,4,1,3,1,4,6,4,7,2,7,5,8,9,2,4,2,1,1,1,560,815,2,2,1381
1772,3.968595605,1,1,712,3,500,1,5,1,3,7,4,1,2,9,1,9,4,3,9,9,6,8,6,1,1,3,8,4,1,4,4,1,7,4,8,2,4,5,7,1,2,1,1124,387,5,2,1228
1773,1.683279315,1,1,539,3,504,1,5,2,5,7,1,2,5,8,2,8,8,4,4,9,6,5,5,7,6,9,9,1,6,2,9,8,8,3,2,1,2,5,4,2,1,2,1304,699,3,2,644
1774,1.631610043,2,2,473,3,455,2,3,5,9,3,2,2,1,1,6,6,2,5,7,6,7,4,9,4,3,9,3,1,2,5,7,1,3,4,8,7,1,5,5,2,1,1,1234,505,2,2,717
1775,3.116310803,2,2,611,4,864,2,1,2,2,8,6,1,8,3,8,7,3,5,8,9,4,7,2,1,6,6,1,9,6,4,8,1,8,2,5,7,6,7,9,2,2,1,1377,331,4,1,1150
1776,1.247871087,2,2,590,3,566,1,3,5,3,5,3,1,6,7,1,1,8,4,4,1,3,4,8,9,6,9,1,1,7,3,2,3,2,1,5,5,7,7,7,1,1,1,653,661,4,1,728
1777,2.865923879,1,1,532,3,359,1,5,4,3,1,2,2,1,2,8,7,4,2,2,5,9,7,5,3,1,1,7,2,5,5,9,1,3,7,5,9,5,2,2,1,1,1,973,684,5,2,746
1778,1.076857192,1,2,476,3,311,1,3,3,4,7,3,2,5,7,4,8,9,1,1,6,8,2,7,3,4,3,8,5,1,3,1,2,5,5,9,2,9,4,5,2,2,2,575,745,5,2,829
1779,3.408624745,2,1,509,2,598,1,2,5,3,7,6,1,8,2,4,1,7,1,3,2,2,1,8,7,9,5,2,5,5,4,3,8,2,5,2,8,3,5,1,2,2,1,770,654,5,1,702
1780,3.252597373,2,1,512,4,597,2,1,5,1,1,1,2,5,4,2,6,8,1,4,2,6,8,7,3,8,4,7,5,3,9,9,4,1,2,6,8,3,3,6,2,1,1,1054,402,3,2,830
1781,3.202691344,2,1,710,3,405,1,4,5,9,7,8,2,8,1,4,5,7,3,7,2,8,7,5,6,6,4,6,8,5,2,1,6,5,7,4,2,1,1,6,2,1,1,1363,671,1,2,782
1782,3.479538742,1,2,703,3,316,1,3,4,4,3,6,1,4,6,4,8,1,1,7,8,7,5,6,8,8,6,2,6,3,8,5,7,1,8,1,4,7,9,2,2,1,2,234,372,5,2,587
1783,1.261013371,2,1,558,3,644,2,2,3,4,8,2,2,9,1,1,2,1,9,1,6,4,5,4,2,6,3,7,2,1,3,6,3,7,8,4,1,5,1,9,2,1,2,1444,823,1,1,862
1784,2.721354041,2,2,668,2,492,1,3,5,9,7,1,2,4,6,4,1,9,8,6,4,4,3,6,3,8,7,9,7,9,4,5,1,2,8,8,8,2,9,9,1,2,2,1396,753,1,2,1321
1785,1.900836766,2,2,619,3,390,1,1,2,6,3,8,1,1,5,9,7,3,4,8,2,1,6,3,7,6,4,4,1,8,5,8,3,2,6,6,5,4,7,5,1,2,2,963,485,5,2,1123
1786,3.862748227,2,1,639,3,433,2,2,5,5,3,7,2,9,7,3,9,8,5,2,4,9,3,8,6,9,7,3,9,4,4,9,4,5,9,9,8,6,2,6,1,1,2,463,300,1,1,904
1787,2.685413322,1,2,499,2,749,2,3,4,8,7,6,1,2,9,2,5,6,9,1,6,1,6,4,3,5,2,7,6,4,5,6,6,3,5,2,5,2,5,9,2,2,1,1263,449,5,2,1296
1788,3.753149707,1,1,528,2,489,2,4,5,9,3,7,1,4,3,5,3,1,9,5,1,3,2,6,3,7,2,4,2,5,2,6,8,2,3,8,4,1,1,6,1,2,2,112,613,5,2,1396
1789,2.050827493,2,2,777,2,608,2,1,2,5,3,7,2,9,4,1,5,3,6,4,9,6,1,4,8,3,5,6,2,7,6,6,4,7,4,3,4,7,2,5,1,2,2,494,891,5,2,624
1790,2.16285597,1,1,402,2,894,2,5,5,1,6,5,2,3,2,6,5,7,9,7,5,5,9,6,6,4,3,1,1,7,8,8,4,8,2,4,5,3,2,8,2,1,2,1028,271,2,1,1089
1791,2.519048577,2,2,483,2,422,1,2,1,9,3,3,2,1,7,7,9,2,8,2,9,1,7,2,2,4,3,6,2,7,5,4,2,7,6,6,8,5,3,5,1,2,2,647,276,4,2,633
1792,2.031052999,1,1,691,2,479,1,4,2,4,7,8,1,4,9,3,9,4,3,7,2,5,5,3,6,2,3,1,2,2,3,4,6,9,4,9,9,9,8,4,1,2,2,828,449,3,1,1049
1793,3.588719917,2,2,525,4,509,2,3,3,6,1,5,2,8,4,8,9,4,6,3,9,8,5,7,5,7,3,9,3,4,7,8,5,5,2,1,3,2,1,3,2,1,2,349,395,2,1,1270
1794,3.984634784,2,1,503,3,494,2,4,3,6,2,7,2,1,4,5,4,5,6,8,9,9,6,4,9,4,1,1,7,4,2,4,2,1,6,5,6,2,5,8,2,1,1,947,451,5,1,1187
1795,3.090359093,2,2,691,4,616,2,3,1,3,8,1,1,4,8,7,6,6,7,3,9,8,6,7,2,1,7,6,4,2,6,8,4,3,2,3,2,8,3,6,1,1,1,206,517,4,1,602
1796,2.716431495,1,2,512,4,421,2,2,1,7,5,8,2,5,8,3,6,6,9,3,4,6,4,2,7,6,7,4,9,8,7,4,9,5,9,2,4,7,3,4,1,2,2,765,583,1,1,965
1797,3.306021347,1,1,702,2,888,1,5,5,5,6,5,1,5,7,4,9,5,7,4,9,5,9,9,3,1,7,9,7,3,1,4,4,1,6,6,6,1,6,1,2,1,2,1200,448,1,1,855
1798,3.320772212,1,2,469,3,459,1,3,4,5,7,1,2,3,2,7,7,9,5,8,4,8,9,2,8,6,5,6,7,2,5,3,5,4,9,4,4,9,2,1,2,2,2,1013,818,3,1,1254
1799,3.011197411,1,2,695,4,662,2,5,2,7,6,1,2,1,3,7,7,4,1,4,3,3,4,8,5,6,8,6,4,6,2,3,7,5,4,7,3,8,3,4,2,1,2,752,663,5,2,606
1800,1.015982627,1,2,611,2,325,1,4,1,6,6,3,1,1,6,7,7,3,2,7,6,8,4,8,6,7,7,1,3,6,1,5,6,7,1,8,1,3,8,3,2,1,1,130,353,2,2,847
1801,1.415700078,2,2,690,3,714,2,5,2,2,2,7,1,6,4,2,7,5,7,5,8,3,3,3,9,5,6,2,6,5,9,9,6,9,1,9,6,2,1,3,1,2,1,1136,898,1,1,738
1802,2.69338864,1,2,609,3,573,2,2,1,2,7,4,2,4,6,7,2,2,6,7,5,2,7,6,9,9,1,5,5,6,2,4,2,3,2,5,9,9,1,2,1,1,1,818,309,5,2,751
1803,2.191502738,1,2,450,2,670,2,5,5,6,1,6,2,1,9,9,2,1,7,3,7,1,9,7,3,1,1,3,2,7,3,8,2,4,5,4,6,6,2,8,2,1,2,810,393,1,1,565
1804,1.289996019,2,2,667,3,719,1,3,3,9,2,5,2,6,5,7,1,7,5,1,9,3,5,8,3,8,8,6,2,1,5,1,7,7,1,7,4,2,7,7,1,1,2,1319,421,2,2,1034
1805,3.79090965,2,2,697,2,876,2,3,3,3,5,2,1,9,4,8,5,2,1,6,7,8,7,1,7,1,8,9,7,8,1,6,3,4,6,7,9,1,5,7,2,2,1,991,553,4,1,951
1806,2.992639488,2,1,417,4,326,2,1,5,5,4,5,2,9,5,5,4,4,5,4,6,1,8,9,7,6,3,6,8,7,5,6,9,9,3,5,8,7,7,2,2,2,1,541,625,4,1,1206
1807,1.042426722,1,2,708,2,760,1,4,2,5,2,1,1,3,8,4,9,8,8,8,1,8,9,2,8,5,1,8,1,9,5,4,8,1,7,9,2,8,5,8,2,1,1,1382,334,4,2,1293
1808,3.696282211,2,1,471,2,521,2,3,5,2,7,4,2,2,9,1,4,3,6,2,7,2,6,5,8,9,4,4,9,6,9,9,2,3,1,2,8,7,4,2,1,1,1,1456,769,2,1,732
1809,1.341529378,1,1,789,4,867,2,4,4,5,1,5,1,9,8,2,1,3,5,3,5,6,9,5,5,6,6,3,5,6,7,1,8,4,1,9,1,8,5,6,2,1,2,920,426,5,2,501
1810,2.665000557,2,1,791,3,841,1,2,2,4,4,7,2,1,5,4,8,3,5,9,3,8,1,4,1,8,3,3,8,3,8,8,5,8,8,7,3,6,2,9,1,2,2,998,480,4,1,625
1811,1.584305463,2,1,623,4,835,2,1,4,3,1,4,2,6,7,7,6,5,4,5,8,1,8,6,1,6,2,4,2,6,6,6,3,8,5,8,9,8,5,2,1,2,1,856,369,3,1,1058
1812,1.380479545,2,2,768,3,495,1,2,1,3,7,4,1,5,5,7,2,5,7,1,9,7,9,7,5,8,2,2,9,1,2,9,4,1,6,5,5,6,8,6,2,2,1,870,875,4,1,785
1813,2.875398491,2,1,466,3,513,2,1,1,2,4,8,1,9,2,7,6,1,1,7,7,6,6,1,1,6,8,9,2,1,4,7,1,9,9,3,3,8,5,1,1,2,2,451,475,5,2,615
1814,1.873677706,1,1,611,2,729,1,5,1,7,2,7,1,2,4,4,9,4,9,6,2,8,7,9,1,1,3,9,4,5,1,9,3,5,2,8,1,8,7,6,1,2,1,1201,377,1,2,702
1815,2.140961629,1,2,751,4,626,2,1,2,2,3,8,1,9,6,8,8,5,3,2,8,5,9,3,8,7,2,8,5,5,3,2,4,9,1,9,6,8,8,3,1,1,2,1350,797,5,1,1343
1816,2.231236671,1,2,738,4,388,2,1,1,3,1,1,1,4,3,6,3,6,6,5,1,2,2,1,1,6,7,4,2,1,6,9,1,1,4,4,6,2,4,6,1,1,1,1121,352,3,2,827
1817,2.527817969,1,1,759,4,394,1,2,3,7,1,3,1,9,7,5,8,8,3,2,2,3,4,3,7,8,3,4,8,8,7,3,2,4,5,3,9,5,4,9,1,2,1,1334,297,3,2,1074
1818,2.984660971,2,1,778,4,619,1,1,2,2,9,4,1,4,9,1,7,2,6,1,4,9,4,6,5,5,5,4,8,1,6,6,2,4,5,3,5,8,9,9,2,2,1,860,653,2,2,483
1819,1.583648505,2,2,607,2,655,1,1,1,9,6,4,2,8,9,2,6,5,3,1,3,4,9,7,2,6,1,5,5,5,4,6,9,8,4,8,8,5,3,8,2,1,2,497,395,4,1,1200
1820,2.396494725,1,1,507,2,879,2,4,1,2,7,4,1,7,9,6,3,9,4,8,3,5,4,2,5,5,8,5,6,7,7,8,1,5,8,6,5,9,3,3,1,1,1,674,756,1,2,1258
1821,3.933691532,1,1,491,4,807,2,2,1,3,2,3,1,7,3,6,1,3,5,5,7,8,2,8,6,6,3,3,4,9,6,6,3,7,6,8,6,3,2,6,1,2,1,393,848,5,2,763
1822,2.008381878,1,1,516,4,868,2,5,4,2,2,4,2,6,5,3,6,8,6,8,8,7,6,1,2,5,8,2,8,8,5,3,8,3,2,9,5,8,6,9,1,1,1,1363,267,4,1,1200
1823,1.461894588,2,1,515,2,628,2,5,4,2,5,7,1,2,4,3,5,3,8,1,6,1,7,6,9,6,2,6,3,9,7,8,7,3,4,4,5,6,5,3,1,1,1,964,415,4,1,957
1824,2.665826659,1,2,488,2,518,2,5,3,5,8,1,1,2,3,7,8,7,4,7,2,5,7,2,4,8,8,6,9,6,1,6,5,5,9,7,2,6,4,2,1,1,1,502,446,5,1,1164
1825,2.014045041,2,2,535,4,874,1,5,1,1,5,6,1,1,6,5,8,1,6,3,2,8,9,5,1,1,6,6,8,7,4,3,6,5,2,9,9,7,3,5,1,1,2,495,581,5,1,922
1826,3.76686749,1,1,669,4,791,1,2,4,5,7,5,2,3,4,2,5,8,6,9,2,1,1,9,9,3,7,3,3,3,5,4,7,5,2,4,8,2,8,4,1,1,2,912,724,5,2,1002
1827,1.331999162,1,1,800,2,885,1,1,1,3,8,7,1,7,7,5,2,6,3,3,6,5,7,6,2,5,9,6,9,7,6,6,4,9,5,6,6,5,4,1,1,1,2,756,493,1,2,1284
